log_nH / T,10.0,11.22018,12.58925,14.12538,15.84893,17.78279,19.95262,22.38721,25.11886,28.18383,31.62278,35.48134,39.81072,44.66836,50.11872,56.23413,63.09573,70.79458,79.43282,89.12509,100.0,112.2018,125.8925,141.2538,158.4893,177.8279,199.5262,223.8721,251.1886,281.8383,316.2278,354.8134,398.1072,446.6836,501.1872,562.3413,630.9573,707.9458,794.3282,891.2509,1000.0,1122.018,1258.925,1412.538,1584.893,1778.279,1995.262,2238.721,2511.886,2818.383,3162.278,3548.134,3981.072,4466.836,5011.872,5623.413,6309.573,7079.458,7943.282,8912.509,10000.0,11220.18,12589.25,14125.38,15848.93,17782.79,19952.62,22387.21,25118.86,28183.83,31622.78,35481.34,39810.72,44668.36,50118.72,56234.13,63095.73,70794.58,79432.82,89125.09,100000.0,112201.8,125892.5,141253.8,158489.3,177827.9,199526.2,223872.1,251188.6,281838.3,316227.8,354813.4,398107.2,446683.6,501187.2,562341.3,630957.3,707945.8,794328.2,891250.9,1000000.0,1122018.0,1258925.0,1412538.0,1584893.0,1778279.0,1995262.0,2238721.0,2511886.0,2818383.0,3162278.0,3548134.0,3981072.0,4466836.0,5011872.0,5623413.0,6309573.0,7079458.0,7943282.0,8912509.0,10000000.0,11220180.0,12589250.0,14125380.0,15848930.0,17782790.0,19952620.0,22387210.0,25118860.0,28183830.0,31622780.0,35481340.0,39810720.0,44668360.0,50118720.0,56234130.0,63095730.0,70794580.0,79432820.0,89125090.0,100000000.0,112201800.0,125892500.0,141253800.0,158489300.0,177827900.0,199526200.0,223872100.0,251188600.0,281838300.0,316227800.0,354813400.0,398107200.0,446683600.0,501187200.0,562341300.0,630957300.0,707945800.0,794328200.0,891250900.0,1000000000.0
-10.0,0.612259,0.612259,0.612259,0.612259,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261
-9.5,0.612255,0.612255,0.612256,0.612256,0.612256,0.612257,0.612257,0.612257,0.612257,0.612258,0.612258,0.612258,0.612258,0.612258,0.612259,0.612259,0.612259,0.612259,0.612259,0.612259,0.612259,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261
-9.0,0.612242,0.612243,0.612245,0.612246,0.612247,0.612247,0.612248,0.612249,0.61225,0.612251,0.612251,0.612252,0.612252,0.612253,0.612254,0.612254,0.612255,0.612255,0.612255,0.612256,0.612256,0.612256,0.612257,0.612257,0.612257,0.612257,0.612258,0.612258,0.612258,0.612258,0.612259,0.612259,0.612259,0.612259,0.612259,0.612259,0.612259,0.612259,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261
-8.5,0.612203,0.612207,0.612211,0.612214,0.612217,0.61222,0.612222,0.612225,0.612227,0.612229,0.612231,0.612233,0.612235,0.612237,0.612238,0.61224,0.612241,0.612242,0.612244,0.612245,0.612246,0.612247,0.612248,0.612249,0.612249,0.61225,0.612251,0.612252,0.612252,0.612253,0.612253,0.612254,0.612254,0.612255,0.612255,0.612256,0.612256,0.612256,0.612257,0.612257,0.612257,0.612257,0.612258,0.612258,0.612258,0.612258,0.612259,0.612259,0.612259,0.612259,0.612259,0.612259,0.612259,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261
-8.0,0.612264,0.612275,0.612286,0.612296,0.612306,0.612315,0.612323,0.612331,0.612338,0.612345,0.612352,0.612358,0.612363,0.612369,0.612374,0.612378,0.612199,0.612203,0.612207,0.612211,0.612214,0.612217,0.61222,0.612223,0.612225,0.612228,0.61223,0.612232,0.612234,0.612236,0.612237,0.612239,0.612241,0.612242,0.612243,0.612245,0.612246,0.612247,0.612248,0.612249,0.612249,0.61225,0.612251,0.612252,0.612252,0.612253,0.612254,0.612254,0.612255,0.612255,0.612255,0.612256,0.612256,0.612257,0.612257,0.612257,0.612257,0.612258,0.612258,0.612258,0.612258,0.612259,0.612259,0.612259,0.612259,0.612259,0.612259,0.612259,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261
-7.5,0.612608,0.612462,0.612495,0.612527,0.612374,0.612402,0.612428,0.612453,0.612476,0.612315,0.612335,0.612354,0.612372,0.612389,0.612404,0.612419,0.612433,0.612262,0.612274,0.612286,0.612296,0.612306,0.612315,0.612324,0.612332,0.61234,0.612347,0.612353,0.612359,0.612365,0.612371,0.612376,0.61238,0.612201,0.612205,0.612209,0.612213,0.612216,0.612219,0.612222,0.612225,0.612227,0.61223,0.612232,0.612234,0.612236,0.612238,0.612239,0.612241,0.612242,0.612244,0.612245,0.612246,0.612247,0.612248,0.612249,0.61225,0.612251,0.612251,0.612252,0.612253,0.612253,0.612254,0.612255,0.612255,0.612255,0.612256,0.612256,0.612257,0.612257,0.612257,0.612258,0.612258,0.612258,0.612258,0.612259,0.612259,0.612259,0.612259,0.612259,0.612259,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261
-7.0,0.613044,0.612971,0.612895,0.612992,0.612903,0.612808,0.612888,0.612785,0.612674,0.612742,0.612622,0.612681,0.612555,0.612607,0.612656,0.612519,0.612563,0.612603,0.612458,0.612494,0.612527,0.612375,0.612404,0.612431,0.612456,0.61248,0.612319,0.61234,0.612359,0.612378,0.612394,0.61241,0.612425,0.612439,0.612269,0.612281,0.612292,0.612303,0.612312,0.612322,0.61233,0.612338,0.612346,0.612353,0.612359,0.612365,0.612371,0.612376,0.612381,0.612202,0.612206,0.61221,0.612214,0.612217,0.61222,0.612223,0.612226,0.612229,0.612231,0.612233,0.612235,0.612237,0.612239,0.612241,0.612242,0.612244,0.612245,0.612246,0.612247,0.612248,0.612249,0.61225,0.612251,0.612252,0.612253,0.612253,0.612254,0.612254,0.612255,0.612256,0.612256,0.612256,0.612257,0.612257,0.612258,0.612258,0.612258,0.612258,0.612259,0.612259,0.612259,0.612259,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261
-6.5,0.61463,0.614428,0.614376,0.614305,0.614046,0.613949,0.613836,0.613881,0.613738,0.613582,0.613594,0.613418,0.613406,0.613384,0.613174,0.613132,0.613085,0.613029,0.612961,0.612889,0.61299,0.612904,0.612815,0.612717,0.612793,0.612687,0.612756,0.612637,0.612698,0.612572,0.612627,0.612494,0.612539,0.612583,0.612441,0.612479,0.612513,0.612546,0.612395,0.612423,0.61245,0.612476,0.612316,0.612338,0.612358,0.612377,0.612395,0.612412,0.612427,0.612258,0.612271,0.612284,0.612295,0.612306,0.612316,0.612326,0.612334,0.612342,0.61235,0.612357,0.612364,0.61237,0.612375,0.612381,0.612202,0.612206,0.61221,0.612214,0.612218,0.612221,0.612224,0.612227,0.61223,0.612232,0.612235,0.612237,0.612239,0.612241,0.612242,0.612244,0.612245,0.612247,0.612248,0.612249,0.61225,0.612251,0.612252,0.612253,0.612254,0.612255,0.612256,0.612257,0.612257,0.612258,0.612258,0.612259,0.612259,0.612259,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261
-6.0,0.619599,0.619433,0.619046,0.618788,0.618512,0.618344,0.617982,0.616512,0.616249,0.616106,0.61595,0.615762,0.615542,0.615292,0.615193,0.614901,0.614762,0.614586,0.614567,0.614359,0.614299,0.614058,0.613961,0.613856,0.613734,0.613778,0.613626,0.613466,0.613469,0.613283,0.613262,0.61323,0.613193,0.613143,0.613087,0.613023,0.612951,0.612874,0.612787,0.612873,0.612777,0.612674,0.612746,0.612632,0.612695,0.612572,0.612627,0.612498,0.612544,0.612589,0.612449,0.612488,0.612525,0.612376,0.612407,0.612436,0.612464,0.612489,0.61233,0.612352,0.612372,0.612392,0.612409,0.612426,0.612258,0.612272,0.612285,0.612297,0.612309,0.612319,0.612329,0.612338,0.612347,0.612354,0.612362,0.612368,0.612375,0.61238,0.612202,0.612207,0.612212,0.612216,0.612221,0.612225,0.612229,0.612233,0.612237,0.612241,0.612244,0.612247,0.61225,0.612252,0.612254,0.612255,0.612256,0.612257,0.612258,0.612258,0.612259,0.612259,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.61226,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261,0.612261
